id;idade;sexo;estado_civil;escola;Qte_dependentes;tempo_ultimoservico;trabalha;vl_salario_mil;reg_moradia;casa_propria;vl_imovel_em_mil;Qte_cartoes;Qte_carros;SCORE_CREDITO
708129933;45;F;solteiro;ensino medio;1;33;1;21,9083774330898;5;0;0;1;1;423,9
708132783;47;F;solteiro;mestrado;0;40;0;0;6;0;0;1;0;409,68
708134283;35;M;casado;mestrado;2;33;1;16,0822188072;4;0;0;1;1;374
708136908;62;F;solteiro;ensino medio;0;51;1;25,4023308598118;5;0;0;1;0;489,6
708139833;40;M;na;ensino medio;3;28;1;90,394265472;4;0;0;1;1;360
708145908;61;F;casado;ensino medio;0;47;1;76,194431943021;3;1;400;1;1;545
708147108;26;M;divorciado;ensino medio;0;35;0;0;6;0;0;1;0;407,2
708148158;39;F;casado;ensino fundam;4;18;0;0;2;1;421;1;1;345,6
708151008;49;F;casado;ensino medio;4;40;1;66,7532923992396;5;0;0;1;0;351
708152358;54;M;na;doutorado;1;35;1;144,19826935668;1;1;802;1;1;638
708153558;46;M;divorciado;doutorado;5;36;1;201,516449006799;1;1;794;1;1;788,55
708154833;39;F;solteiro;ensino medio;0;24;1;18,0590354015691;1;1;234;1;1;324,9
708155733;53;M;solteiro;graduacao;0;42;1;192,41989412499;4;0;0;1;0;369
708158133;45;M;casado;ensino fundam;3;34;1;123,49999288325;3;1;219;1;1;363
708160008;44;M;casado;mestrado;1;38;1;197,421305387674;1;1;741;1;1;760,14
708161133;45;M;solteiro;ensino medio;0;31;1;65,8760225882;5;0;0;1;0;351
708162558;64;F;casado;mestrado;0;53;0;0;6;0;0;1;0;298,4
708163758;41;M;casado;doutorado;3;36;1;205,639922682219;1;1;1309;1;2;958,65
708170508;38;M;casado;ensino medio;2;33;1;88,23548918502;2;1;165;1;1;371
708171858;33;F;casado;doutorado;3;26;1;59,68052218842;5;0;0;1;1;325
708173433;26;F;solteiro;ensino fundam;0;12;1;56,1663891598748;4;0;0;1;0;287,1
708174708;38;M;casado;ensino medio;4;25;1;59,5662249663;6;0;0;1;0;335
708176208;48;F;casado;ensino medio;1;32;1;70,5400573724928;4;0;0;1;2;572
708177333;51;F;casado;graduacao;2;33;1;17,7940636517172;5;0;0;2;1;354
708178608;31;F;casado;ensino medio;0;34;0;0;4;0;0;1;1;357,6
708185208;27;M;solteiro;ensino medio;0;15;1;54,28927249693;4;0;0;1;0;175,5
708186933;33;M;solteiro;ensino medio;0;33;1;85,70491832595;4;0;0;1;1;351
708190158;38;F;solteiro;graduacao;0;23;1;18,4432212595163;2;1;275;1;1;276,3
708193008;41;M;solteiro;mestrado;1;27;1;119,905777522224;3;0;0;1;1;419,4
708195633;40;M;na;graduacao;2;30;1;122,226596646;5;0;0;2;1;590
708197358;57;M;na;mestrado;2;49;1;147,67660377205;4;0;0;1;0;715
708204033;36;F;solteiro;ensino fundam;2;23;1;20,1549586650624;3;0;0;1;0;280,8
708205083;38;F;casado;graduacao;1;24;1;21,9787598229192;6;0;0;1;2;539
708207783;50;F;solteiro;graduacao;0;39;1;23,568532238304;1;1;468;1;1;493,2
708208758;53;M;solteiro;ensino medio;0;42;1;130,835675435904;6;0;0;1;1;403,2
708211383;35;F;solteiro;ensino medio;0;24;1;19,941828709608;3;0;0;1;1;414
708212658;38;F;casado;ensino medio;3;15;1;17,0968164255792;6;0;0;1;1;294
708216108;56;F;casado;ensino fundam;1;43;1;69,8033539671624;5;0;0;1;0;383
708217758;63;M;casado;ensino medio;2;47;1;105,19923730896;5;0;0;1;1;476
708219108;49;M;divorciado;ensino fundam;3;37;1;138,42887893822;2;1;730;1;1;642
708219858;39;M;solteiro;ensino medio;0;23;1;64,109023986934;6;0;0;1;1;412,2
708222558;37;F;casado;ensino fundam;2;34;1;20,7704985338952;6;0;0;1;1;474
708223383;47;F;casado;graduacao;3;36;0;0;6;0;0;1;0;405,6
708224133;61;M;solteiro;mestrado;0;47;1;75,017807808986;1;1;443;1;0;486,9
708225483;47;M;casado;ensino medio;4;34;1;130,86448059783;3;1;425;1;0;567
708226833;53;M;casado;graduacao;1;45;1;222,99117180678;1;1;1325;3;2;938
708229308;49;F;casado;ensino medio;2;39;1;73,5775400488734;5;0;0;1;1;511
708231183;30;M;divorciado;mestrado;1;19;0;0;5;0;0;1;0;393,6
708234558;55;F;divorciado;ensino fundam;2;41;1;24,074201720184;5;0;0;1;1;472
708238833;57;F;casado;graduacao;3;34;1;18,8303680812744;6;0;0;1;1;326
708241233;52;F;solteiro;ensino fundam;0;44;1;17,5323903714893;3;0;0;1;1;352,8
708242283;29;M;solteiro;ensino fundam;0;33;1;85,36407927069;5;0;0;1;1;461,7
708243483;53;M;casado;ensino fundam;3;41;1;197,29026644904;4;0;0;1;0;548
708244458;47;F;casado;ensino fundam;2;32;1;21,180192170445;3;1;349;1;1;475
708245808;35;M;casado;ensino medio;3;42;1;107,8282614591;3;0;0;1;0;807
708248358;42;M;na;ensino medio;4;36;1;114,88481703802;2;1;1486;2;0;807
708249708;48;F;casado;ensino fundam;1;36;1;18,1092546789168;3;1;299;1;1;441
708252108;64;M;solteiro;ensino fundam;0;50;1;76,209196387008;6;0;0;1;1;545,4
708253458;59;F;solteiro;mestrado;0;46;1;144,90539054423;4;0;0;1;0;529,2
708254733;41;F;solteiro;ensino fundam;1;32;1;22,9434562324116;5;0;0;1;1;514,8
708255633;36;M;solteiro;ensino medio;0;25;1;117,354433365288;3;0;0;1;0;366,3
708260208;43;F;solteiro;mestrado;2;33;1;21,8310725555809;4;0;0;1;1;450,9
708266883;34;F;solteiro;ensino medio;0;34;1;17,3485940789602;1;1;231;1;0;308,7
708267858;65;F;casado;graduacao;0;34;1;73,72141250067;5;0;0;1;1;405
708269583;42;F;divorciado;mestrado;3;26;1;21,2388362377884;6;0;0;1;0;463
708271833;42;M;solteiro;ensino medio;0;34;1;64,647069141748;3;0;0;2;0;474,3
708272808;45;M;solteiro;ensino medio;2;34;1;20,31733410475;4;0;0;1;0;346,5
708273858;40;M;divorciado;ensino medio;3;30;1;183,9854503032;3;1;373;1;1;621
708276183;52;F;casado;ensino fundam;3;41;1;18,6918274310976;2;1;155;1;2;434
708281433;57;F;casado;ensino medio;2;35;1;23,0839933671648;5;0;0;1;0;409
708285108;42;M;solteiro;ensino medio;1;37;1;80,674809326958;1;1;1351;1;0;618,3
708286683;57;M;solteiro;mestrado;0;40;1;140,74120484954;6;0;0;1;1;560,7
708288108;43;M;na;doutorado;4;25;1;119,9268345847;2;1;215;1;2;399
708290208;43;F;casado;graduacao;3;28;1;20,225226309288;3;1;312;2;0;570
708291633;33;F;na;doutorado;2;18;1;92,4800007689712;3;1;510;1;1;472
708292833;35;M;solteiro;graduacao;0;34;1;174,4285301586;4;0;0;1;0;525,6
708295533;65;F;casado;ensino fundam;0;53;1;19,717049860596;5;0;0;1;1;446
708296883;44;F;solteiro;ensino medio;0;37;1;62,0396168668934;3;0;0;1;0;257,4
708298233;49;F;casado;ensino medio;3;35;1;18,511200596784;4;0;0;1;1;360
708300483;66;F;casado;doutorado;0;52;1;108,150727904491;5;0;0;1;2;522
708301683;40;M;casado;mestrado;2;30;1;131,438108256;6;0;0;1;1;664
708303108;50;F;casado;ensino medio;2;39;1;24,10985062971;5;0;0;1;1;547
708307533;42;M;casado;mestrado;2;28;1;95,18030434848;1;1;413;1;1;452
708313608;53;M;casado;ensino fundam;3;40;1;130,51678270149;5;0;0;1;1;389
708314808;53;F;casado;ensino fundam;2;40;0;0;5;0;0;1;0;279,2
708316008;59;F;solteiro;ensino medio;0;34;0;0;3;0;0;1;0;270
708319908;37;M;solteiro;ensino medio;0;16;1;125,584491380816;1;1;867;1;0;338,4
708323208;49;F;casado;mestrado;3;34;1;19,2755030652756;4;0;0;1;0;361
708324483;47;F;solteiro;ensino fundam;1;36;1;22,6828975340205;3;0;0;1;1;490,5
708330858;57;M;casado;ensino medio;3;35;1;196,30536328052;2;1;218;1;1;361
708331758;47;F;divorciado;mestrado;2;36;0;0;3;1;373;2;0;481,6
708332808;47;M;casado;mestrado;2;39;1;85,8327579963;2;1;1438;1;1;737
708334158;46;F;divorciado;ensino medio;3;32;1;20,3783611943124;4;0;0;1;0;471
708337683;51;M;solteiro;mestrado;0;38;1;101,33058451058;4;0;0;1;0;514,8
708338958;58;F;solteiro;ensino medio;0;35;1;23,0003930728354;5;0;0;1;0;343,8
708340758;41;M;casado;graduacao;4;31;1;27,0713413467;2;1;811;1;1;602
708341958;31;F;divorciado;ensino fundam;1;19;1;20,1447493290636;2;1;448;1;1;411
708344358;53;F;casado;graduacao;3;44;0;0;5;0;0;1;0;261,6
708347583;37;F;casado;mestrado;4;35;1;17,0248721428182;4;0;0;1;0;321
708354858;51;M;solteiro;doutorado;0;40;1;207,034629348184;2;1;819;1;1;695,52
708355683;46;F;casado;ensino medio;4;36;0;0;3;1;298;1;1;429,6
708357183;47;F;solteiro;ensino fundam;0;36;1;21,0552650984201;4;0;0;1;0;393,3
708358683;46;M;casado;ensino medio;2;32;1;126,25434208712;6;0;0;2;1;589
708360108;50;M;solteiro;ensino fundam;0;40;1;70,09606281615;3;0;0;1;0;414,9
708361833;44;M;casado;ensino medio;4;34;1;127,5631174944;3;1;365;1;1;590
708367908;56;F;casado;mestrado;1;46;1;24,021962634384;6;0;0;1;0;491
708369633;34;F;casado;ensino medio;3;35;1;24,7264267915944;6;0;0;3;1;622
708371733;41;F;casado;graduacao;3;14;1;22,1786532537552;1;1;493;1;0;328
708373083;40;F;casado;ensino fundam;4;27;1;62,350582306992;1;1;203;1;0;388
708375858;47;F;divorciado;graduacao;4;32;1;22,6204745334624;5;0;0;1;2;536
708376983;58;F;solteiro;ensino fundam;0;48;0;0;5;0;0;1;0;323,28
708378108;39;F;casado;doutorado;1;33;1;66,4863307055766;5;0;0;1;1;507
708382083;49;M;casado;graduacao;5;34;1;127,80135083916;6;0;0;1;1;386
708384033;45;F;casado;mestrado;3;32;1;19,177700012325;3;1;247;1;1;401
708385533;49;F;casado;ensino medio;1;35;1;31,6971539608416;2;1;952;2;1;682
708386958;47;F;casado;ensino fundam;3;31;1;18,5153592286656;3;1;195;1;1;336
708387933;49;F;casado;ensino fundam;2;38;1;39,572417046612;2;1;1436;1;0;690
708390633;52;F;casado;ensino medio;3;41;1;23,467676127504;5;0;0;1;2;645
708393633;41;F;casado;graduacao;0;29;1;22,117604905458;4;0;0;1;0;515
708394908;44;M;solteiro;graduacao;0;32;1;65,434789117152;5;0;0;1;0;340,2
708396033;45;F;casado;mestrado;2;27;1;34,914085139802;1;1;1226;1;1;606
708397008;54;F;casado;ensino medio;4;41;0;0;3;1;433;1;1;404
708398283;37;F;casado;ensino medio;1;27;1;59,468440998516;5;0;0;1;1;285
708399858;45;F;casado;graduacao;3;33;1;22,7714924214;2;1;475;1;1;440
708402333;48;F;divorciado;doutorado;2;35;1;102,411316884307;6;0;0;1;1;472
708403308;37;M;solteiro;ensino fundam;0;23;1;63,160039618452;3;0;0;2;0;385,2
708404883;45;F;solteiro;graduacao;0;35;0;0;4;0;0;1;0;435,6
708406083;35;F;casado;ensino fundam;0;21;1;21,929277072348;5;0;0;1;1;469
708412758;33;F;solteiro;ensino medio;0;34;1;17,0892128611945;5;0;0;1;0;324,9
708414033;50;M;casado;ensino medio;4;35;1;68,901760044;6;0;0;1;1;504
708416433;41;F;solteiro;graduacao;0;33;1;18,6082720610688;4;0;0;1;1;351
708419733;47;M;solteiro;ensino fundam;0;36;1;100,47667329504;5;0;0;1;1;558
708421833;45;F;solteiro;ensino medio;1;33;1;16,9923374257341;6;0;0;1;1;314,1
708423933;51;M;solteiro;doutorado;0;38;1;67,68023891072;3;0;0;1;0;374,4
708426483;56;F;solteiro;ensino medio;0;30;1;22,7527449827558;4;0;0;1;1;565,2
708427908;52;F;na;ensino fundam;4;36;1;23,900316619608;6;0;0;1;1;527
708428958;39;M;solteiro;mestrado;0;32;1;133,1634683821;1;1;918;3;1;742,5
708431433;41;M;casado;ensino medio;3;28;1;177,87367774782;3;1;296;1;1;386
708433683;54;M;casado;ensino medio;2;35;1;136,63438140044;3;1;441;1;1;511
708434733;56;M;casado;ensino medio;1;47;1;100,02022130256;6;0;0;1;1;468
708438033;36;F;casado;ensino fundam;2;24;1;18,20344765824;3;1;262;1;0;400
708442158;51;F;casado;ensino fundam;1;36;0;0;3;1;380;1;0;391,2
708445608;48;M;casado;ensino fundam;3;34;1;18,59954935248;4;0;0;1;1;449
708446808;33;M;casado;doutorado;1;33;1;113,44681348;4;0;0;1;1;400
708447858;59;F;casado;mestrado;2;40;1;43,87467322377;5;0;0;1;1;775
708450033;43;F;na;graduacao;3;11;1;23,0556518848656;6;0;0;1;1;332
708451233;46;F;na;ensino medio;3;33;1;21,5203741859736;5;0;0;1;0;542
708453408;40;M;divorciado;ensino fundam;4;29;1;123,0475010156;6;0;0;1;1;498
708455883;57;M;solteiro;ensino medio;0;33;1;131,852802780257;2;1;263;1;1;351,9
708459633;38;M;casado;graduacao;2;25;1;87,37786034352;4;0;0;1;0;278
708462258;51;F;casado;graduacao;1;39;1;43,7606711218992;1;1;1656;1;0;696
708469533;42;F;casado;mestrado;3;31;1;127,072447305024;6;0;0;1;1;504
708472008;44;F;casado;mestrado;3;35;1;27,591916028544;2;1;763;1;1;654
708473133;55;F;casado;ensino medio;1;43;1;24,237849115593;4;0;0;1;1;509
708474333;42;M;casado;ensino medio;3;28;1;102,23195353308;3;1;791;1;1;602
708476808;54;M;divorciado;doutorado;4;33;1;197,334998644784;6;0;0;1;1;585,9
708478233;48;F;casado;ensino medio;3;34;1;70,362678484848;4;0;0;1;1;510
708480333;65;M;solteiro;ensino fundam;0;34;1;72,13671658644;5;0;0;1;0;352,8
708482658;41;M;casado;ensino medio;3;36;1;144,91131212571;2;1;1559;1;1;751
708483708;51;M;casado;doutorado;2;35;1;200,738764603023;5;0;0;1;1;691,95
708486033;55;F;casado;doutorado;3;34;1;102,190167523776;3;1;178;1;1;462
708488208;57;F;casado;mestrado;3;44;1;20,5818467412984;5;0;0;1;1;508
708489258;40;F;casado;ensino medio;3;24;1;20,21738146848;5;0;0;1;1;440
708491508;51;M;solteiro;graduacao;0;39;1;101,551721255132;3;0;0;1;1;531,9
708492558;42;M;casado;ensino fundam;3;33;1;90,46869113256;5;0;0;1;1;426
708494583;49;F;divorciado;mestrado;3;35;1;21,6239191687332;4;0;0;1;0;362
708496833;60;M;solteiro;graduacao;0;48;1;32,4559581904;4;0;0;1;1;693
708498033;44;F;casado;ensino medio;3;32;1;66,2865740768448;3;1;279;1;2;547
708499608;49;M;solteiro;doutorado;2;35;1;68,5637840356;6;0;0;2;0;448,2
708500883;48;M;solteiro;mestrado;0;39;1;76,461228233704;2;1;838;2;1;678,6
708501783;43;M;casado;graduacao;2;34;1;184,57076115478;6;0;0;1;0;591
708502908;61;M;solteiro;graduacao;0;48;1;109,570474707988;5;0;0;2;0;646,2
708504783;47;M;na;mestrado;3;33;1;67,3364164347;3;1;348;1;1;535
708506508;54;M;casado;graduacao;3;40;1;203,6736368436;5;0;0;1;1;590
708507483;43;F;divorciado;ensino fundam;3;27;1;22,7954538003192;6;0;0;1;2;558
708508758;62;F;casado;ensino medio;0;46;1;18,35338740732;2;1;219;1;1;388
708510858;60;F;solteiro;mestrado;0;46;1;44,6275675032;1;1;1548;1;1;732,6
708511983;37;M;casado;ensino medio;3;15;1;119,612715144;5;0;0;1;1;400
708513183;39;M;casado;mestrado;1;27;1;62,0647891416;4;0;0;1;1;365
708514383;38;F;casado;ensino fundam;2;28;0;0;2;1;431;1;0;280
708515358;40;F;casado;graduacao;1;33;1;21,378507056676;6;0;0;1;1;531
708516558;37;F;casado;graduacao;2;34;1;20,6745480555876;3;1;416;1;1;449
708519108;46;F;casado;ensino medio;1;21;0;0;3;1;204;1;1;281,6
708522033;50;M;casado;ensino fundam;2;36;1;120,69684984;2;1;1506;1;1;720
708525108;54;F;casado;ensino medio;2;44;0;0;4;0;0;1;1;467,2
708528483;43;F;divorciado;ensino medio;4;20;0;0;6;0;0;1;1;232,8
708532308;37;M;solteiro;mestrado;0;34;1;90,0393780512;4;0;0;1;0;432
708534033;45;F;solteiro;ensino medio;0;34;1;69,144971745312;5;0;0;1;0;452,7
708535158;39;M;na;doutorado;2;28;1;129,65372670681;1;1;851;1;0;539
708536283;35;M;solteiro;doutorado;0;25;1;114,73513611471;3;0;0;1;0;282,6
708538608;50;F;casado;ensino fundam;4;32;0;0;6;0;0;1;2;470,4
708539583;44;F;casado;ensino fundam;3;24;0;0;6;0;0;1;0;358,4
708542283;58;F;casado;ensino fundam;1;44;1;24,587466157254;5;0;0;1;0;595
708543258;36;M;casado;graduacao;3;33;1;115,81110144536;5;0;0;1;1;379
708545058;45;F;solteiro;ensino medio;0;32;1;70,3071057962013;5;0;0;1;1;531,9
708549033;50;F;casado;graduacao;1;31;1;23,91109729092;4;0;0;1;0;401
708551508;51;F;solteiro;ensino fundam;0;33;1;24,2546217283224;4;0;0;1;1;522
708553008;38;F;solteiro;graduacao;0;34;1;65,5013941480994;1;1;471;1;0;407,7
708555633;32;F;solteiro;graduacao;0;13;1;35,7652241876318;2;1;1516;1;1;558,9
708557358;43;M;casado;ensino fundam;2;26;1;92,72155619298;4;0;0;1;1;473
708558408;50;M;solteiro;graduacao;0;28;1;68,93308931265;5;0;0;1;1;497,7
708559533;40;M;casado;mestrado;1;33;1;124,3310947788;6;0;0;1;1;517
708560733;42;F;divorciado;ensino medio;3;34;1;22,4048836890432;5;0;0;1;1;512
708563433;65;F;solteiro;graduacao;0;50;0;0;3;0;0;1;1;470,88
708564858;33;M;casado;ensino fundam;2;21;1;183,35667674478;2;1;934;3;0;659
708568983;40;M;casado;graduacao;3;27;1;101,5629470716;2;1;811;1;1;651
708572658;49;M;casado;ensino medio;5;44;1;121,17766191524;1;1;1504;2;0;838
708573933;45;F;solteiro;ensino medio;0;36;1;86,5689070756224;2;1;1475;2;0;691,2
708575058;46;F;divorciado;mestrado;3;36;1;67,481007922692;2;1;330;1;1;465
708577308;43;F;divorciado;ensino fundam;1;34;1;17,457122556159;4;0;0;1;1;345
708579633;40;M;divorciado;ensino fundam;4;26;1;60,3615599202;4;0;0;3;1;409
708580908;56;M;casado;graduacao;3;34;1;100,1948732694;3;1;287;1;1;465
708582858;38;M;solteiro;ensino medio;0;22;1;91,06672649277;3;0;0;1;1;481,5
708584208;36;F;na;ensino medio;2;34;1;17,816176521336;5;0;0;1;0;385
708585933;44;F;solteiro;graduacao;1;34;1;21,831082384153;6;0;0;1;0;423,9
708588408;53;M;solteiro;mestrado;0;34;1;102,848744661282;6;0;0;1;0;434,7
708590658;65;F;casado;mestrado;1;50;1;145,112470448616;5;0;0;1;1;564
708593883;39;M;casado;ensino fundam;2;25;1;88,26588782358;3;1;181;1;0;273
708595158;27;F;solteiro;ensino medio;0;35;1;16,482810707922;6;0;0;1;0;270
708596283;35;F;solteiro;mestrado;0;21;1;18,24631517835;3;0;0;1;0;315,9
708597558;42;M;solteiro;graduacao;0;32;1;95,331381302726;4;0;0;1;1;497,7
708600033;46;M;casado;ensino medio;2;36;1;69,13193404376;4;0;0;1;1;532
708602283;40;F;casado;mestrado;4;33;0;0;3;1;394;1;1;394,4
708606633;56;F;casado;ensino medio;3;41;1;69,642921924108;6;0;0;1;0;445
708611733;42;F;casado;ensino fundam;1;29;0;0;4;0;0;1;2;463,2
708614058;56;F;divorciado;ensino medio;2;43;1;23,2088869748736;4;0;0;1;0;516
708615183;44;M;casado;graduacao;2;32;1;98,76507088896;4;0;0;1;2;624
708618933;34;M;solteiro;mestrado;0;10;1;170,893479853391;6;0;0;1;1;346,698
708620283;35;M;solteiro;ensino fundam;0;22;1;86,906340221175;6;0;0;1;1;348,3
708621408;39;F;solteiro;ensino fundam;0;26;1;20,8052945337573;3;0;0;1;0;353,7
708623283;35;M;solteiro;mestrado;0;13;1;86,990420819925;6;0;0;1;1;378,9
708626058;49;F;casado;mestrado;2;32;1;22,4574704883348;6;0;0;1;0;481
708633783;43;M;solteiro;mestrado;0;28;1;121,114418450168;3;0;0;1;0;352,8
708635058;53;F;solteiro;graduacao;0;43;1;24,0482982485954;4;0;0;1;0;413,1
708637758;49;F;solteiro;ensino medio;0;34;0;0;4;0;0;1;1;439,2
708642708;40;F;casado;mestrado;2;34;0;0;3;1;298;1;1;318,4
708644208;39;F;solteiro;ensino medio;0;32;1;64,1912793616102;5;0;0;1;0;442,8
708646233;44;F;divorciado;ensino fundam;1;34;0;0;3;1;363;1;1;372
708649683;51;M;solteiro;graduacao;0;46;1;122,7843293087;1;1;1547;1;1;774
708651933;56;M;casado;ensino medio;2;43;1;100,8227290824;3;1;231;1;0;372
708652908;47;F;casado;mestrado;5;32;1;23,1277295932452;1;1;450;1;2;639
708653958;38;M;casado;ensino fundam;3;34;1;89,5106635584;5;0;0;1;1;360
708654933;51;F;casado;ensino fundam;2;40;1;19,4276988635646;3;1;202;4;1;493
708655983;49;F;divorciado;graduacao;3;37;0;0;3;1;285;1;1;299,2
708657033;60;F;solteiro;ensino fundam;0;51;1;23,78194668;5;0;0;1;1;531
708660408;40;F;casado;ensino fundam;1;34;1;62,94239976528;4;0;0;1;0;381
708662583;41;M;casado;graduacao;3;28;1;103,35397032675;1;1;835;2;0;725
708664008;57;M;casado;ensino fundam;3;42;1;134,30322080808;6;0;0;1;0;532
708665133;40;M;casado;ensino medio;2;26;1;122,4385634178;6;0;0;1;1;411
708666258;43;M;casado;ensino fundam;4;33;1;61,2950876538;5;0;0;1;1;353
708668283;39;M;casado;ensino medio;2;18;1;117,78752623612;5;0;0;1;2;354
708669408;54;M;solteiro;ensino fundam;2;44;1;104,988463405056;6;0;0;1;0;547,2
708670608;48;F;casado;mestrado;5;34;0;0;4;0;0;1;1;425,6
708671733;48;M;casado;ensino medio;4;33;1;99,6462872482;2;1;409;1;1;505
708672708;49;M;na;graduacao;4;30;1;133,6556988072;2;1;399;1;1;680
708679383;44;F;na;ensino fundam;2;31;1;17,8676946912096;5;0;0;1;0;331
708680583;53;F;casado;ensino medio;1;35;1;72,924753022794;4;0;0;1;0;398
708681708;51;F;solteiro;ensino fundam;0;40;1;19,1094860620431;5;0;0;1;1;359,1
708682908;43;F;solteiro;ensino fundam;1;26;0;0;2;1;864;1;0;357,12
708684108;46;F;casado;ensino medio;4;31;1;65,0287854933192;5;0;0;1;1;343
708687483;54;F;solteiro;ensino medio;1;34;1;19,058728018176;3;0;0;2;0;360
708688608;62;F;casado;graduacao;1;45;1;20,0344377033504;5;0;0;1;1;428
708689958;48;F;na;ensino medio;4;33;1;71,1931042050264;4;0;0;1;1;539
708692583;44;F;solteiro;graduacao;0;28;1;18,7004455994304;3;0;0;1;1;340,2
708693558;50;F;solteiro;graduacao;0;36;1;28,05413229081;3;0;0;2;0;571,5
708694983;55;F;na;mestrado;1;36;1;41,764599592092;1;1;1475;1;1;673
708697983;56;M;na;graduacao;0;54;1;216,92505461484;1;1;877;1;1;799
708699108;39;F;solteiro;graduacao;0;33;1;22,0128512440654;4;0;0;1;1;426,6
708701358;39;F;solteiro;mestrado;0;34;1;20,6999241480235;3;0;0;1;0;428,4
708702258;40;F;solteiro;mestrado;0;34;0;0;3;0;0;1;0;234
708703308;35;F;casado;ensino fundam;1;22;1;60,445657824552;6;0;0;1;2;406
708704433;36;F;solteiro;graduacao;0;20;0;0;6;0;0;1;1;319,68
708705783;47;M;casado;doutorado;3;33;1;95,45222736;6;0;0;1;1;368
708706833;39;F;divorciado;mestrado;3;33;0;0;4;0;0;1;1;327,2
708707808;57;M;na;ensino medio;2;44;1;103,79149045159;4;0;0;1;0;421
708708858;50;F;solteiro;ensino medio;0;33;1;19,961984994786;1;1;255;1;1;396,9
708710283;45;M;casado;doutorado;5;37;1;192,3654179315;6;0;0;2;0;693
708711483;57;M;casado;ensino fundam;2;43;1;133,84323498294;2;1;152;1;1;458
708712833;45;F;casado;ensino medio;5;35;1;22,2785863872;4;0;0;1;0;400
708714108;42;F;solteiro;graduacao;0;29;1;17,8730549667149;5;0;0;2;0;374,4
708720558;44;M;casado;ensino fundam;3;28;1;95,13122678352;5;0;0;1;1;359
708721533;56;F;casado;ensino medio;1;37;1;39,344979190608;2;1;1311;1;0;698
708722583;39;F;solteiro;mestrado;1;33;1;19,1858350764003;5;0;0;1;1;389,7
708723858;48;F;solteiro;ensino medio;1;36;1;21,6712640061302;1;1;384;1;0;369,9
708724908;47;F;solteiro;graduacao;0;33;1;22,0761585789696;4;0;0;1;0;432
708726708;42;F;solteiro;ensino medio;0;34;1;62,975386139328;6;0;0;1;0;305,1
708727983;62;M;solteiro;mestrado;0;35;1;105,502863893148;6;0;0;1;0;329,4
708731658;53;F;casado;graduacao;0;38;1;18,8733899025882;3;1;159;1;0;437
708733983;50;F;solteiro;doutorado;0;33;1;66,849228027918;6;0;0;1;1;372,6
708735183;35;F;casado;graduacao;2;19;1;17,508677767812;4;0;0;1;1;346
708736608;40;M;casado;ensino medio;3;24;1;176,5755378618;5;0;0;1;1;329
708740808;45;M;casado;ensino medio;4;33;1;65,2591335732;5;0;0;1;0;479
708741633;52;M;casado;graduacao;4;41;1;98,34357512352;6;0;0;1;0;474
708744933;35;M;casado;graduacao;2;34;1;87,41094956955;4;0;0;1;0;467
708745983;37;F;casado;ensino fundam;2;34;1;65,3924028941568;4;0;0;1;1;472
708747708;43;M;casado;ensino medio;3;32;1;121,81531267048;4;0;0;1;0;324
708748833;37;F;solteiro;ensino medio;0;23;1;72,1393847532906;2;1;892;1;0;552,6
708753633;45;F;casado;doutorado;3;31;1;68,154208700748;2;1;446;1;0;364
708754833;48;F;solteiro;mestrado;0;36;0;0;3;0;0;1;1;440,64
708757233;44;F;casado;graduacao;2;30;1;21,0100166902944;4;0;0;1;1;443
