id,loan_amnt,funded_amnt,int_rate,installment,total_pymnt,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
57265378.0,3700.0,3700.0,15.61,129.37,41913.62,8,1,36,16,1,4
55817465.0,12000.0,12000.0,28.99,361.38,2148.36,7,1,36,1,0,2
61411398.0,5000.0,5000.0,28.99,164.96,486.87,10,1,36,10,1,2
63348442.0,16000.0,16000.0,28.99,502.72,998.17,10,1,36,6,0,3
52406414.0,15000.0,15000.0,28.99,326.07,1986.9,6,1,60,9,0,3
66521796.0,13000.0,13000.0,28.99,396.91,392.4,12,1,36,2,0,3
41920227.0,35000.0,13200.0,28.99,420.81,4201.38,3,1,36,7,1,4
61340823.0,6000.0,6000.0,28.99,187.72,560.53,10,1,36,5,1,2
60337081.0,8000.0,8000.0,28.99,251.36,998.17,9,1,36,6,1,2
58603265.0,10000.0,10000.0,13.99,341.73,1717.97,0,1,36,14,1,1
58633617.0,4800.0,4800.0,28.99,150.82,598.92,8,1,36,6,1,2
51849987.0,6000.0,6000.0,28.99,197.95,1191.54,6,1,36,10,1,0
55362062.0,19200.0,19200.0,28.99,1372.97,3007.57,7,1,36,6,1,1
44077258.0,10000.0,10000.0,28.99,329.91,2962.78,4,0,36,10,0,3
37601431.0,15000.0,15000.0,13.66,346.39,4133.91,1,1,60,13,1,2
46254202.0,18000.0,18000.0,28.99,555.13,6032.33,4,1,36,4,1,4
60974435.0,35000.0,35000.0,16.99,1247.68,3462.22,10,1,60,18,1,4
46105059.0,20000.0,20000.0,28.99,434.75,3453.58,4,1,60,9,1,2
59142000.0,35000.0,35000.0,16.99,1247.68,4957.68,9,1,36,18,0,3
43275781.0,35000.0,11200.0,28.99,253.07,2522.8,3,1,60,12,1,2
65261272.0,12575.0,12575.0,21.99,347.24,331.88,11,1,60,26,1,1
38648002.0,8550.0,8550.0,19.24,314.45,3449.81,0,1,36,22,1,2
55230401.0,15000.0,15000.0,28.99,471.3,2814.17,7,1,36,6,0,3
65985378.0,28000.0,28000.0,13.18,639.67,598.67,12,1,60,13,0,0
61381341.0,12000.0,12000.0,28.99,371.96,1111.04,10,1,36,4,1,4
67235852.0,14000.0,14000.0,28.99,357.04,328.73,12,1,60,21,0,3
65413434.0,3600.0,3600.0,14.33,123.62,244.37,11,1,36,15,1,2
43185993.0,20000.0,20000.0,15.61,482.23,4322.73,4,0,60,16,1,3
49218577.0,35000.0,35000.0,28.99,1174.07,8193.81,6,1,36,12,1,1
54404762.0,7500.0,7500.0,28.99,1372.97,1479.78,7,1,36,10,1,1
60596970.0,35000.0,35000.0,28.99,1372.97,2273.75,10,1,60,12,1,2
59161774.0,9800.0,9800.0,16.55,347.21,1370.82,8,1,36,20,1,2
53081746.0,14000.0,14000.0,28.99,316.33,1888.11,6,0,60,12,0,2
39652294.0,20000.0,20000.0,28.99,673.79,6709.03,1,0,36,12,1,1
61682752.0,34075.0,34075.0,13.33,1372.97,2318.01,10,1,60,13,1,2
38078645.0,35000.0,3875.0,14.99,134.31,3687.54,1,1,36,15,0,2
55491147.0,18900.0,18900.0,16.99,673.75,20294.66,7,1,36,18,1,1
60676961.0,13300.0,13300.0,28.99,443.6,41913.62,9,1,36,11,1,1
63450505.0,19825.0,19825.0,18.55,1372.97,926.82,10,1,60,22,0,3
38762271.0,13450.0,13450.0,21.99,371.4,2211.97,1,0,60,25,1,4
54078246.0,3000.0,3000.0,28.99,100.64,3115.46,7,1,36,12,0,3
40107178.0,15000.0,15000.0,28.99,505.34,1536.93,0,0,36,12,0,1
57704516.0,8500.0,8500.0,28.99,283.51,1411.75,8,1,36,11,1,1
46536662.0,35000.0,35000.0,16.55,861.4,6859.02,5,1,60,17,1,3
65271965.0,35000.0,1000.0,28.99,1145.69,2270.01,11,1,36,9,1,1
48726268.0,14400.0,14400.0,28.99,471.37,3753.38,5,1,36,9,1,3
44025783.0,8000.0,8000.0,28.99,258.1,2318.46,3,1,36,8,1,1
39651723.0,6000.0,6000.0,28.99,200.41,6262.72,1,1,60,11,1,2
43800570.0,4950.0,4950.0,14.65,170.75,1703.47,3,1,36,15,0,2
54524104.0,20400.0,20400.0,28.99,443.45,2254.61,7,1,60,9,1,3
65812689.0,12000.0,12000.0,28.99,392.81,770.97,0,1,36,9,1,4
40450227.0,7500.0,7500.0,28.99,235.69,2585.77,1,1,36,5,1,3
48484532.0,8000.0,8000.0,28.99,268.36,2141.24,5,1,36,12,1,1
42323553.0,12000.0,12000.0,28.99,382.55,3813.27,3,1,36,7,1,4
56082406.0,12000.0,12000.0,28.99,382.55,1906.64,8,1,36,7,1,4
62804906.0,35000.0,35000.0,16.99,1247.68,2429.29,10,1,36,18,0,2
38437586.0,34500.0,34500.0,13.66,1372.97,9507.92,1,1,60,13,1,2
55513620.0,12000.0,12000.0,13.33,406.24,2022.31,7,1,36,13,1,2
40991628.0,35000.0,35000.0,28.99,783.7,7813.1,3,1,60,11,1,2
53744563.0,10000.0,10000.0,28.99,318.79,1907.65,7,1,36,10,0,3
38566235.0,4000.0,1000.0,28.99,124.41,1491.26,1,1,36,4,0,1
50466805.0,16000.0,16000.0,28.99,527.85,3179.4,6,0,36,10,1,0
56028123.0,20000.0,20000.0,28.99,667.06,3321.64,7,1,36,11,0,3
58652631.0,14000.0,14000.0,13.99,325.69,1281.0,8,0,60,14,1,1
65944797.0,30000.0,30000.0,20.99,811.44,776.46,12,0,60,25,1,1
38444939.0,11850.0,11850.0,28.99,399.22,4782.09,1,1,60,12,1,3
42504722.0,5825.0,5825.0,28.99,197.2,1770.49,3,1,36,13,1,2
67349191.0,22400.0,22400.0,28.99,686.44,0.0,12,1,36,2,0,0
61752745.0,5050.0,5050.0,17.57,1372.97,539.54,10,1,36,19,1,2
59162018.0,30000.0,30000.0,28.99,989.71,3910.8,9,1,36,10,1,4
60914884.0,25000.0,25000.0,28.99,806.57,2391.96,10,1,36,8,1,2
49187606.0,16000.0,16000.0,28.99,333.46,2294.76,6,1,60,7,1,0
62156328.0,10000.0,10000.0,28.99,318.79,946.18,10,1,36,7,1,2
57824072.0,20000.0,20000.0,28.99,645.25,3215.15,8,1,36,8,0,1
60782945.0,17000.0,17000.0,28.99,556.48,1648.68,10,1,36,9,1,1
61912567.0,9000.0,9000.0,28.99,296.92,885.0,10,1,36,10,1,4
43925295.0,15000.0,15000.0,28.99,462.61,4157.72,3,1,36,4,1,2
58563231.0,11975.0,11975.0,28.99,501.76,1553.49,8,0,36,35,1,4
52858476.0,10800.0,10800.0,18.55,277.5,41913.62,7,1,60,22,1,4
63978849.0,18000.0,18000.0,28.99,1372.97,1114.76,11,1,36,6,0,1
48525754.0,3000.0,3000.0,13.33,101.56,810.26,5,1,36,13,0,1
38459802.0,10975.0,10975.0,28.99,1372.97,4077.43,1,1,36,12,1,2
67325538.0,12000.0,12000.0,28.99,385.86,379.35,0,1,36,8,1,3
39651264.0,25000.0,25000.0,28.99,842.23,41913.62,1,1,36,12,1,2
42904497.0,30500.0,30500.0,14.65,1052.08,10495.98,3,1,36,15,1,2
65865099.0,10500.0,10500.0,28.99,348.71,10504.38,12,1,36,11,0,1
66540939.0,16075.0,16075.0,15.41,385.9,358.38,12,1,60,16,1,2
52636294.0,7000.0,7000.0,28.99,1372.97,1629.58,6,1,36,11,1,2
59170854.0,35000.0,20400.0,15.61,491.88,1932.14,9,1,60,16,1,2
60944937.0,25000.0,25000.0,28.99,770.68,2241.82,10,1,36,3,0,4
50343694.0,30000.0,30000.0,28.99,1025.19,7153.01,6,1,36,14,1,1
55350824.0,8000.0,8000.0,15.61,279.72,1391.66,7,1,36,16,1,0
67958793.0,32000.0,32000.0,28.99,699.28,0.0,12,1,60,10,0,1
58001167.0,15000.0,15000.0,18.25,382.95,1516.59,9,1,60,21,0,4
63440401.0,25000.0,25000.0,28.99,543.44,1071.62,11,1,60,9,0,1
51145625.0,7425.0,7425.0,15.61,259.62,1810.9,6,1,36,16,0,3
61308804.0,5000.0,5000.0,28.99,167.73,41913.62,10,1,36,12,0,3
62358151.0,18900.0,18900.0,13.99,645.87,1277.05,10,1,36,14,1,1
43409281.0,22000.0,22000.0,18.25,561.66,23701.17,3,1,60,21,1,4
51817188.0,14400.0,14400.0,14.65,496.72,3482.9,6,1,36,15,1,2
67888311.0,5000.0,5000.0,28.99,156.43,0.0,12,1,36,5,0,2
40951402.0,20000.0,20000.0,28.99,625.72,6865.39,2,1,36,5,1,4
58350531.0,21000.0,21000.0,15.61,506.34,2007.15,8,1,60,16,1,3
67989735.0,10000.0,10000.0,28.99,334.97,292.99,12,1,36,12,1,2
38568923.0,35000.0,35000.0,17.86,1262.88,15085.1,1,1,36,20,1,2
40919338.0,25000.0,25000.0,13.33,573.06,6266.63,2,1,60,13,1,1
58100934.0,35000.0,5000.0,13.33,169.27,838.94,8,1,36,13,0,4
40551340.0,35000.0,35000.0,28.99,1043.78,11431.41,2,1,60,31,1,2
53734436.0,35000.0,35000.0,28.99,1167.36,6980.26,7,1,36,11,1,2
46804800.0,7200.0,7200.0,16.55,255.1,2027.56,4,1,36,17,1,2
61422184.0,13600.0,13600.0,28.99,427.31,1275.75,10,1,36,10,1,3
61046865.0,10000.0,10000.0,28.99,327.34,648.57,10,1,36,9,1,2
38638818.0,35000.0,35000.0,13.66,1190.45,14232.28,1,1,60,13,1,2
60930171.0,10000.0,10000.0,28.99,318.79,951.28,10,1,36,7,1,2
60761817.0,3000.0,3000.0,16.55,106.29,313.35,9,1,36,17,1,4
48121017.0,14000.0,14000.0,17.86,354.45,2807.82,5,1,60,20,1,4
65934434.0,22000.0,22000.0,17.57,553.53,22013.43,12,1,60,19,0,2
54374515.0,10000.0,1000.0,28.99,301.15,1803.94,7,1,36,1,0,4
51866468.0,10800.0,10800.0,15.61,377.62,2256.35,6,1,36,16,0,2
56080552.0,6000.0,6000.0,16.99,213.89,1063.79,7,1,36,18,1,1
66495006.0,27200.0,27200.0,28.99,850.97,0.0,12,1,36,5,0,4
40963848.0,6000.0,6000.0,13.33,203.12,2026.76,2,1,36,36,1,2
42504335.0,35000.0,35000.0,22.99,986.47,9820.0,3,0,60,26,1,2
59512720.0,21000.0,21000.0,21.99,579.88,1713.98,9,1,60,26,1,1
59221570.0,9500.0,9500.0,28.99,294.47,1170.22,8,1,60,4,0,4
55523661.0,3500.0,3500.0,13.99,119.61,595.33,7,1,36,14,1,0
43570202.0,35000.0,21000.0,28.99,427.62,21260.7,4,1,60,6,1,2
42315653.0,28000.0,28000.0,28.99,879.75,7892.3,3,1,60,6,1,3
54443710.0,6500.0,6500.0,28.99,1372.97,1188.51,7,1,36,2,0,3
54404926.0,14400.0,14400.0,28.99,471.37,2819.43,7,1,60,9,0,1
40530471.0,35000.0,35000.0,14.99,832.47,9128.02,2,1,60,15,1,2
55544427.0,18000.0,18000.0,28.99,589.22,2935.11,7,1,36,9,1,2
38448348.0,10000.0,10000.0,28.99,334.01,41913.62,1,1,36,11,0,3
50315163.0,8000.0,8000.0,13.99,273.39,1907.51,5,1,36,14,1,2
40297405.0,16000.0,16000.0,17.86,405.08,4440.0,1,1,60,20,1,2
50054225.0,11500.0,1000.0,28.99,361.33,2524.08,5,1,36,6,0,4
67175162.0,9175.0,9175.0,13.67,312.12,9227.26,12,1,36,14,1,1
48716168.0,35000.0,35000.0,28.99,1129.19,7865.48,6,0,36,8,1,1
48575842.0,35000.0,35000.0,19.52,1292.19,9007.37,5,1,36,23,1,0
62724181.0,16000.0,1000.0,28.99,502.72,1001.8,10,1,36,6,1,3
60740049.0,22000.0,22000.0,28.99,688.29,2055.23,9,1,36,5,1,4
44767027.0,20000.0,20000.0,13.33,677.07,21723.13,4,1,36,13,1,1
63215615.0,25000.0,25000.0,28.99,1372.97,1531.79,10,1,36,3,0,4
55927677.0,10000.0,10000.0,13.33,338.54,1677.89,7,0,36,13,0,2
66121860.0,23000.0,23000.0,13.67,531.25,496.32,12,1,60,14,0,2
66260517.0,18800.0,18800.0,19.99,497.99,477.11,12,1,60,24,1,3
68323139.0,5525.0,5525.0,28.99,171.84,41913.62,12,1,36,4,1,2
47420609.0,10000.0,10000.0,14.65,344.95,2743.32,5,1,36,15,1,3
57174591.0,26400.0,26400.0,28.99,560.8,2228.55,8,1,60,8,1,0
67355799.0,35000.0,15750.0,28.99,570.99,555.07,12,1,36,21,1,3
39651810.0,5025.0,5025.0,28.99,164.49,1806.32,2,1,36,9,0,0
65805229.0,28000.0,28000.0,28.99,570.16,557.44,11,1,60,6,0,1
56865019.0,10000.0,10000.0,13.99,232.64,1155.43,8,1,60,14,1,3
45142189.0,20000.0,20000.0,28.99,628.39,5637.33,4,1,36,6,1,1
57813771.0,31500.0,31500.0,28.99,924.39,3653.83,9,1,60,29,1,1
63385908.0,12000.0,12000.0,28.99,1372.97,767.64,10,1,36,8,1,4
48001169.0,23700.0,23700.0,17.86,600.03,4776.72,5,1,60,20,1,1
40370940.0,24000.0,24000.0,20.99,649.15,7112.66,2,1,60,24,0,2
67215266.0,18850.0,18850.0,13.67,641.24,18879.71,12,1,36,15,1,1
46988294.0,4000.0,4000.0,28.99,1372.97,1050.64,5,1,36,10,1,3
42465284.0,35000.0,5600.0,28.99,186.78,5899.45,3,1,36,11,1,1
39379121.0,6000.0,1000.0,28.99,183.87,2201.03,1,1,36,2,1,3
65231401.0,20000.0,20000.0,28.99,434.75,422.54,0,1,60,9,0,1
50605612.0,15000.0,15000.0,13.99,348.95,2430.99,6,1,60,14,1,0
41328726.0,18000.0,18000.0,28.99,547.03,5464.37,2,1,36,1,0,4
63469938.0,18000.0,18000.0,28.99,554.89,1082.22,0,1,36,3,0,3
55151179.0,17675.0,17675.0,28.99,395.77,2350.48,7,1,60,15,1,4
61036796.0,13000.0,13000.0,28.99,391.5,1342.32,10,1,36,1,1,1
55807865.0,18350.0,18350.0,17.57,461.69,2371.14,7,1,60,19,0,3
60811434.0,35000.0,35000.0,13.33,802.29,1682.33,10,1,60,13,1,2
66511572.0,3500.0,3500.0,13.18,118.24,115.68,12,1,36,13,1,3
48374401.0,12000.0,12000.0,22.99,338.22,2690.43,5,1,60,27,1,1
64038460.0,11200.0,11200.0,13.67,258.7,525.9,11,1,60,14,1,2
39479538.0,8000.0,8000.0,28.99,265.68,3182.83,1,1,36,10,1,1
54101211.0,4200.0,4200.0,13.99,143.53,714.39,7,1,60,14,0,2
50054630.0,14000.0,14000.0,28.99,421.61,2947.13,5,1,36,1,0,2
55545307.0,5000.0,5000.0,28.99,164.96,818.39,7,0,36,10,1,2
60862381.0,35000.0,35000.0,17.57,880.61,2607.67,10,1,60,19,1,4
65642699.0,12000.0,1000.0,28.99,375.43,388.58,11,1,36,5,0,4
58151226.0,15600.0,15600.0,17.57,392.5,1554.77,8,1,60,36,1,4
65304811.0,6000.0,6000.0,28.99,209.2,0.0,12,1,36,16,1,1
43559550.0,21000.0,21000.0,28.99,462.17,4206.61,3,1,60,10,1,3
58602586.0,14000.0,14000.0,28.99,451.68,1798.95,9,1,36,8,1,0
64088697.0,35000.0,35000.0,16.99,1247.68,2429.29,11,1,36,20,1,2
58430503.0,14400.0,14400.0,28.99,480.29,1911.33,0,1,36,11,1,1
66074174.0,5000.0,5000.0,28.99,1372.97,154.24,11,1,36,5,1,4
39712384.0,7575.0,7575.0,28.99,260.04,8209.93,1,1,36,14,1,1
49228446.0,10800.0,10800.0,24.99,316.94,2181.1,5,1,60,29,1,3
63520029.0,30000.0,30000.0,14.65,708.2,1391.98,11,0,60,15,1,4
60863109.0,20700.0,20700.0,28.99,694.38,2053.95,10,1,36,12,1,2
67355881.0,9000.0,9000.0,16.99,1372.97,0.0,12,1,36,18,1,2
55169421.0,20000.0,20000.0,15.61,699.3,4178.46,7,1,36,16,1,4
38479270.0,25000.0,25000.0,28.99,577.31,6331.44,1,1,60,13,1,2
56007467.0,7500.0,7500.0,28.99,239.1,1191.68,7,1,36,7,1,2
62884915.0,6400.0,6400.0,28.99,201.09,396.36,10,1,36,6,0,2
42042025.0,12000.0,12000.0,28.99,367.19,3663.38,3,1,36,2,1,2
40278432.0,15000.0,1000.0,28.99,498.15,5469.66,1,1,36,10,0,4
51006442.0,7125.0,7125.0,16.55,252.44,1760.53,6,1,36,17,0,3
66995181.0,23650.0,23650.0,16.59,582.57,0.0,12,1,60,17,0,0
46194951.0,20000.0,20000.0,28.99,645.25,5796.15,4,1,36,36,1,4
38496714.0,20000.0,20000.0,28.99,640.57,7676.3,1,1,36,7,1,2
55149866.0,5000.0,5000.0,17.57,179.69,1073.26,7,1,36,19,1,2
57940452.0,8400.0,1000.0,13.33,284.37,1731.26,8,1,36,13,1,2
40393112.0,30550.0,30550.0,28.99,911.07,9934.19,2,1,60,31,1,3
64802789.0,19000.0,19000.0,28.99,428.34,730.42,11,1,60,12,1,4
41131433.0,9000.0,1000.0,28.99,294.61,2959.83,2,1,36,9,1,1
40501900.0,25000.0,25000.0,15.59,602.52,41913.62,2,1,60,16,1,2
44757224.0,15000.0,15000.0,28.99,491.01,4409.93,4,1,36,9,0,2
41062026.0,11775.0,11775.0,18.84,430.68,4294.48,2,1,60,22,1,1
59180076.0,9000.0,9000.0,28.99,281.58,1092.79,9,1,36,5,1,1
50063905.0,35000.0,35000.0,15.61,1223.77,35530.87,5,1,36,16,1,2
61359387.0,2400.0,2400.0,13.33,81.25,170.49,10,1,36,13,1,4
60285608.0,17000.0,17000.0,28.99,374.14,1485.67,9,1,60,10,1,4
39741110.0,12000.0,12000.0,28.99,370.48,12605.41,1,1,36,3,0,2
61449625.0,10000.0,10000.0,13.33,338.54,669.67,11,1,36,13,1,0
46274911.0,17600.0,17600.0,28.99,580.63,5203.12,4,1,36,10,0,4
40157557.0,8000.0,8000.0,28.99,251.4,2761.76,1,1,36,5,1,1
64009647.0,15000.0,15000.0,28.99,338.16,665.83,11,1,60,12,0,3
51956160.0,15000.0,15000.0,28.99,494.86,3483.23,6,1,36,10,1,3
38605496.0,11975.0,11975.0,21.99,457.27,5000.71,1,1,36,25,0,4
66590148.0,18500.0,18500.0,28.99,607.6,0.0,12,1,36,10,1,4
56131383.0,3000.0,3000.0,28.99,100.64,498.97,7,1,36,12,0,1
56582692.0,18000.0,18000.0,28.99,589.22,2935.11,8,1,36,9,0,1
47757159.0,20400.0,20400.0,28.99,626.92,5007.79,5,1,36,5,1,2
849994.0,11400.0,11400.0,28.99,376.09,3753.6,3,0,36,10,0,1
66036249.0,30000.0,30000.0,17.86,759.52,729.75,12,0,60,20,1,1
46245604.0,32000.0,32000.0,28.99,983.4,7855.32,0,1,36,3,1,1
50596728.0,13175.0,13175.0,17.86,475.39,13791.04,6,1,36,20,1,0
55211192.0,7000.0,7000.0,13.99,239.21,1190.61,7,1,36,14,0,2
43892884.0,12000.0,12000.0,28.99,400.24,3593.97,3,1,36,11,0,3
49524911.0,5000.0,5000.0,28.99,152.66,5078.3,5,1,36,2,0,2
62439753.0,14000.0,14000.0,14.65,482.92,943.05,10,1,36,15,0,4
60705360.0,14000.0,14000.0,28.99,308.11,14005.61,9,1,60,10,1,1
46723860.0,15000.0,15000.0,28.99,471.3,3756.77,4,1,36,6,1,0
39817918.0,35000.0,20000.0,28.99,664.2,7292.88,1,1,36,10,0,4
59471419.0,25000.0,25000.0,13.99,581.58,41913.62,8,1,60,14,0,3
39359805.0,17600.0,17600.0,28.99,553.07,6616.82,1,1,36,5,0,2
39379954.0,20000.0,20000.0,28.99,649.96,21181.46,1,1,36,8,1,1
